Unnamed: 0,Subject,Date Posted,Posted By (OP),Text (OP) ,Reply 1,Reply 2,Reply 3,Reply 3 Date,Conversation Duration,Total Number of Replies,MajoritySentiment,PolarityScores,PersonalScores,CompoundSentimentScore,OPSentiment,Reply1Sentiment,Reply2Sentiment,Reply3Sentiment,OPPersonal,Reply1Personal,Reply2Personal,Reply3Personal,QuestionLength
55,Pump case break?,01-11-2021,Jollymon,Does this crack in the middle of my pump’s button look like a break? Is this common with this pump? Has anyone else noticed or seen this,"I just noticed this, so I haven’t had time to contact Medtronic",The “X” in the center of the selector button is a cracked case. They will replace it through warranty.,"That's a 630G pump Jollymon? I hope my next one will be slim and sweet.... I have been avoiding the new ones because they seem so huge. Glad you are getting a replacement, Medtronic rock!!",01-12-2021,1,5,Positive,"{'neg': 0.026, 'neu': 0.837, 'pos': 0.137, 'compound': 0.8858}",0.010224948875255624,0.8858,0.4329,0.0,0.0,0.8102,0.007352941176470588,0.031746031746031744,0.0,0.015957446808510637,489
56,Site change day,12/23/2020,GrammaBear,For a very long time I have experienced high blood sugars on 'site change day'. I have experimented with many different approaches and also I have tried many different infusion sets. I currently use a steel needle infusion set from Tandem called TruSteel. I was wondering if anyone else ever encountered this same situation and what you have tried successfully or unsuccessfully to solve it?,"My sites just go bad. I don’t fight them, I just change them. It would be handy if we could see under our skin and determine what makes them bad, but we can’t. So it’s just easier to change them and move on.","A couple weeks back my midsection just needed a break from infusion sets. So I moved them to the back of my arm. They kick easily for me there, but my midsection just needed time off.","So I use the trusteel also and have same problem. I temp basal 175% for 5 hours, bolus 3 units in old site and 3 units in New site and leave it hooked up to new site. I leave in old site for at least 2 hours after that. Comes down to you need insulin and new site doesn't cut it rite away! A walk after the change might help too? Amounts could vary but you can see my ""system"" !",12/26/2020,3,9,Positive,"{'neg': 0.065, 'neu': 0.856, 'pos': 0.079, 'compound': 0.7278}",0.01725625539257981,0.7278,0.3182,-0.0527,0.1779,0.2001,0.01278772378516624,0.024154589371980676,0.02185792349726776,0.015873015873015872,1159
57,Leaking infusion site t slim pump,12/13/2020,mal72,I just posted earlier about stubborn highs not coming down but now I’m wondering if it’s my infusion set. I am using the tandem pump and have never had this problem before. My BG have been high all day so I finally decided to override it and give 7 units. Right after I did I noticed the site area was a little wet and I smelled insulin. My pump never gave me any alarms that anything was wrong with the site. I am guessing all I need to do is change it and try again?,"When in doubt, change it out. This is the infusion set mantra.
If you can smell insulin, change it out.",I've never had one leak but have heard of it! I use the tru steel infusion sets!,"Sorry this is late but yes change the infusion set. I started using Sure-T sets with the needle instead of the tube that goes under the skin, it worked a lot better for me.",12/15/2020,2,18,Negative,"{'neg': 0.099, 'neu': 0.842, 'pos': 0.059, 'compound': -0.7729}",0.018226002430133656,-0.7729,-0.9159,-0.3612,0.2737,0.8047,0.02564102564102564,0.0,0.025,0.005813953488372093,823
58,Temp Basal with Control IQ on Tandem,10-08-2020,glentrobfc,"Is it reasonable for times when activity demands a different basal rate for a period of say 1 to 2 hours to set up multiple personal profiles as duplicates of your normal profiles modified with X percentage values for each basal time and all else the same. e.g., norm, norm80, norm70, etc. That way, I believe you could keep control iq safely preventing lows while still having a temp basal in effect. Then just choose the relevant profile as needed by conditions.","Welcome to DD - what you suggest sounds pretty complicated to me, but I don't use a pump.","It is actually not hard to do. You duplicate your 'Normal' profile, and then edit basal rates in each time entry of the new profile (typically 3 or 4 entries) with the new value [example: old value * .7 = new value for norm70], and save each entry.
Then when you want to use a 70% basal you activate norm70. An example of usage is when taking a long duration stressful hike, such as a Colorado Fourteener; 8 to 15 miles at altitudes above 10,000' and lasting 5 to 8 hours.",Perhaps you will get responses from those that use a pump,10-09-2020,1,18,Positive,"{'neg': 0.035, 'neu': 0.849, 'pos': 0.115, 'compound': 0.928}",0.0027726432532347504,0.928,0.6124,0.4767,0.7715,0.0,0.0021551724137931034,0.011235955056179775,0.00211864406779661,0.0,1082
59,Novolin R in pump? Anyone...,07/26/2020,She ra,"Has anyone used the older insulin in their pump? I have used Novolin R for meal time injections without issue, to me it worked like the more expensive rapid insulin's. So i turned 60 this year and i am thinking daily about how i will afford retirement and my medical needs. I suppose i should start looking at medicare and see what I options will be. Currently my first 3 months of insulin a year cost me $1800, this is not something i can afford when i retire. So i purchased 2 vials of Novolin R for less than $50 for the pair from Walmart. I'm going to try it in my pump next infusion set change.","What's up I get the cost factor. I have heard some pumper talk about but no idea how it works in a pump. Some supplements for Medicare that help cover cost. If the VA stops cover my insulin to Walmart I go, best of luck.","Yeah, I figure if it works i will use it, it will save me over $1000 a year, not a lot for some but that is a vacation for me","I don’t use and never have used a pump, but note that R (Regular) insulin was the fastest insulin available when pumps first came out. So there is a lot of experience using it and it worked well. Other than considering a longer prebolus it should be fine.",07/27/2020,1,10,Positive,"{'neg': 0.021, 'neu': 0.89, 'pos': 0.09, 'compound': 0.9481}",0.01751459549624687,0.9481,0.3612,0.8922,0.4019,0.5927,0.02337228714524207,0.01818181818181818,0.016,0.00784313725490196,1199
60,Please share your pump story with me???,07/17/2020,DGirl,"So, I was curious about the type 2's on pumps out there. When and why did you go to the pump? I am on 6 shots a day now and just at three weeks, I am weary of all the shots. I am sure there are down sides to the pumps as well and I'd like to hear from those people too. Maybe I need to give it some more time. I don't think the Levemir is working for me as my fasting is in the 190's. My Endo said give it one more week.....  Then, I take Novolog with meals. I swim an hour a day and eat very low carb on most days ( less than 50.) Otherwise, my sugars go into the 200's. I am not patient and I want my sugars under control !!! I appreciate any advice.",Sorry been MDI a long time. Good for you on your exercise. You are on lower carb but what dosing are you using on Novalog which I also take. The injections may not be the issue but how many units you take?,"I went for ten years before going on a pump. When I couldn’t get my A1c below 8, I decided that it was time to try something more drastic. My last A1c was 7.1.","Here is my experience, first doctor thought I would go low with 7 units of an analog insulin called NPH. Sure I dropped not at all, you stated about 50 grams of carbs a day. So if my math is right that
would be 4 units of Novalog per day. Your Endo does not want you to go to low. Yup you are not going low, docs fear lows and this is a starting point.",07/20/2020,3,20,Negative,"{'neg': 0.085, 'neu': 0.867, 'pos': 0.047, 'compound': -0.8958}",0.021198830409356724,-0.8958,0.8095,0.0516,0.0,-0.8032,0.02607361963190184,0.004878048780487805,0.03773584905660377,0.014204545454545454,1368
61,overheating insulin at night?,01-01-2013,Ronnys48,"I use the animas one touch ping and at night I wear pajamas shorts with pockets to hold my pump during the night. Lately I've used my electric blanket because of the cold weather. My question is, having my pump in my pajamas pocket means it gets very warm so does this affect the insulin? I can't find anything online about how hot insulin can get without damaging the insulin. Anybody know whether I need to be concerned or not?",Good question I hope someone else has an answer for you.,"How do you fare outside in summer if temps are in the high 90s? GA can be pretty hot and muggy in summer.
I can't imagine that your sleep environment is getting too much warmer than body temp, or you'd probably be waking up feeling too warm. I have no personal experience with this. Just my thought.","I looked at the insert for both of my insulins - not to exceed 90 degrees F. I just really can't believe that since body temp is 98.6. If you have your electric blanket cranked up that high,   might I suggest a toaster oven?",01-05-2013,4,4,Positive,"{'neg': 0.012, 'neu': 0.895, 'pos': 0.094, 'compound': 0.928}",0.018849206349206348,0.928,0.6434,0.7003,0.6808,0.0,0.023310023310023312,0.017857142857142856,0.013377926421404682,0.017857142857142856,1008
62,Low Basal Profile,07-08-2020,dee meloche,I have basal rates like .075 & .050. I am in my fifties and weigh less than 100lbs. I would like to know if anyone else has rates like me. I tried the tslim and the basal increments don't go that low without making your basal pattern look messy.,Hi Dee I have talked to many that had low doses of basal. My mom was never in a pump but she was on 24 or below units per day.,"I guess I should have read more about the minimum basal for the tslim. I was so excited about this pump at first but after trying it, it annoyed me more than my 630g. If your fingers got clumsy on tapping the screen it would lock up. Pressing the 1, 2, 3, in order to unlock it was annoying. I guess I have to wait for the 780.",I'm using the tslim also and love it! I use a 1 unit for 24 hours basal profile relatively low considering I weigh 220! Don't worry about how little or how much the rose that keeps you healthy is the right dose! I like the touch screen but have touched the wrong key with my big fingers! Usually when I'm in a big hurry!,07-11-2020,3,8,Positive,"{'neg': 0.051, 'neu': 0.807, 'pos': 0.143, 'compound': 0.9534}",0.018664047151277015,0.9534,0.7017,-0.1406,-0.7088,0.3337,0.02040816326530612,0.015873015873015872,0.01834862385321101,0.01875,1018
63,Where to order Tandem insulin pump supplies online?,07-07-2020,CrashandBurn,"I have noticed that Tandem web site doesn't list pump supplies anymore only accessories, where is the most affordable place to look for them? I tried googling and didn't find much.",I use edgepark. No idea about pricing as they’re largely covered by my insurance,They are definitely more expensive then the other site i could find because 4 of cartridges and 4 of the inserts total was like $500-$600 while edgepark is charging $1500,"I use solara. I don’t like using solara, but there the only pump supplies supplier that I can use. So there’s that.
I would really prefer to speak with someone, but based on staffing constraints and covid 19 concerns, I’ve only been able to refill pump supplies using their phone app. A phone app that I only use 1x every 3 months, so I never remember the password... It would just be easier to speak with a person.",07-09-2020,2,18,Positive,"{'neg': 0.011, 'neu': 0.925, 'pos': 0.063, 'compound': 0.7543}",0.01301775147928994,0.7543,0.0,-0.296,0.6369,0.6652,0.011111111111111112,0.025,0.0058823529411764705,0.016867469879518072,845
64,Hard time getting script filled....,05/27/2020,She ra,"is anyone else having a hard time getting a new script for pump supplies? Medtronic sent a request to my doctor on the 20th, today i called and asked what was going on, i have 4 sets left, they had to call the doc again and the person on the phone had to find the request, now she needs to get it signed, i mean I know things are rough but i have nothing to back up this pump, i have no long acting insulin in case i don't have any infusion sets left, maybe i should have thought of that, i don't' know. I also take blood pressure pills to protect my kidneys, i don't' have high blood pressure so I'm not worried about running out but it has been over a month since i started contacting the doc office for a new script.","Hi stranger, I have heard from a few others and yes it's nuts out there.","Sorry i have been MIA for a bit. i'm working from home now so that is hard. I talked to my doc last night and his first comment to me was ""do you need a new eversense sensor?"" Are you kidding me? That is the last thing on my mind, do i want to go to his office and let him cut me open, um no. I swear this guy is a salesman and nothing more. He is one of the few in my area, maybe the only office I am not sure, that can do the sensors so i need this out before i dump him. I am down to 4 infusion sets, i have no more back up insulin for 24 hours if i can't use the pump. I guess i will figure it out.","Might try calling your state department of health and reporting neglect, I bet you get results! If they aren't doing their jobs you could die! They likely are slack with others. Guess I would tell them in x hours your calling the doh if nothing's done.",05/28/2020,1,15,Negative,"{'neg': 0.13, 'neu': 0.832, 'pos': 0.038, 'compound': -0.9837}",0.02066869300911854,-0.9837,-0.3554,0.1027,-0.9156,-0.8168,0.02086230876216968,0.013888888888888888,0.026578073089700997,0.007936507936507936,1645
65,how would you bolus for movie popcorn?,02/17/2018,bradpollina,"We go to the movies twice weekly (thanks to MoviePass!) and we always get a large tub of popcorn, which I eat at least 1/2 of and if I""m really hungry, we refill it! I know its not good for you and all, but I can't help myself. I've already learned to cut out pasta and lowering my bread intake but I just can't give up popcorn.
With the square and double wave now on along with the wizard, what would you recommend with eating so much over say a 2 hour time frame? Educator couldn't give me any ideas.
Also, what would e a meal that you would use the double wave for?",Brad glad you can do that it's just not in my life maybe it's my age but it's my health that is driving me.,"Since you are a T2, you may never be able to bolus for it. In my opinion it will be 50% guess work and 50% luck to even come close. I love pop corn but it does not love me and I can keep using insulin until I finally crash before pop corn is done with me. sorry","Trial and error. Eat the same popcorn each time, write down the bolus and your glucose after things settled down. Next time, add or subtract from the bolus. Write it down with the results.",02/19/2018,2,5,Positive,"{'neg': 0.069, 'neu': 0.833, 'pos': 0.098, 'compound': 0.8991}",0.01601423487544484,0.8991,-0.7531,0.25,0.7506,-0.4019,0.017605633802816902,0.028037383177570093,0.019157088122605363,0.0,1124
66,Is being waterproof important for patch pumps?,05-04-2020,loz88888888,"Hi All - I am looking at two different patch pumps, the omnipod and the Roche accu-check. The Roche pump is not waterproof as it needs air to fuel its zinc air batteries, but I do like the ability to be able to detach it from its base (so theoretically no need to be waterproof). How has everyone found the waterproof feature of the omnipod? I guess i am asking is it better to have to wear it all the time (omnipod), or have the flexibility to take it off but if you forget you risk breaking it (Roche)",I'm not certain what your asking exactly but I use the tslim and have used the omnipod too. Either will work i really like the tslim just detach and go. I found that the omnipod occluded often for me.,"I want to use a patch pump, so would be interested on your thoughts on the omnipod... What i am trying to ask is would it have annoyed you if you had to take the omnipod off each time you showered / swam (if it was detachable from the cannula). That is basically what the Roche product is doing in Europe since it isnt waterproof you have to detach it from the base (you dont have to reinsert the cannula every time, just click the pump/battery portion back in)",The only thing about the omnipod is you can only get one type and angle of infusion set. I need a steel one that's my main reason for going to tslim while that and now it has a semi automated program to it. Detaching battery wouldn't be a problem for me.,05-05-2020,1,14,Positive,"{'neg': 0.047, 'neu': 0.866, 'pos': 0.087, 'compound': 0.9054}",0.00846262341325811,0.9054,0.7469,0.5077,0.1689,0.3089,0.007952286282306162,0.02,0.004338394793926247,0.007874015748031496,1418
67,"	
Omnipod training tomorrow...suggestions?",11-05-2018,bradpollina,"Tomorrow I'm getting trained on my Omnipod by my diabetic educator.
I've already had formal training on my 630G from Medtronic, so looks very similar.
I've already programmed it myself and have been using it for a few weeks or so, and so far 
I don't have any questions other than needing help figuring out locations and making sure I'm 
inserting it right. I've also noticed that the canula seems to be a bit wider/bigger, so it tends to cause sore spots?
I also don't like that with the amount of insulin I have to take, I have to change it every 2 days.
Any suggestions as to what I should ask her that maybe I'm not thinking of?","i never took the training, i would like to know why the math doesnt add up correctly on how much insulin is left.. example by the pdm i will have used 160ish units by the end of the cycle, yet it will show 9 or 10 units or low","I can't speak for the OmniPod specifically, but did you account for any insulin used to ""prime"" the pod? Also, on my Medtronic pump, there's always about 10 units left when the staus says Zero. I assume it's a safety margin of error.","Training went well. My trainer downloaded the report and said I'm using 200 units, which includes priming waste, about every 1.5 days, so she had my doc's nurse call in a dosage change to 1 pod per day. Insurance had no problems with that at all. I think it is only 200 vs 300 units because it is big enough of a pod. 300 would make it even larger! I love how it's all self contained. The PDM is only needed for any changes/boluses/alarms.

Learned about it through the JuiceBox Podcast. Great podcast btw if you haven't heard about it before.",11-08-2018,3,7,Positive,"{'neg': 0.047, 'neu': 0.883, 'pos': 0.07, 'compound': 0.8813}",0.015299877600979192,0.8813,0.1901,0.1027,0.0387,0.6114,0.022151898734177215,0.01327433628318584,0.012875536480686695,0.011049723756906077,1634
68,"Medtronic lack of ""customer service""",02/19/2018,,"I've been a pump user for 17 years and I was unfortunate enough to be talked into trying a Medtronic pump for the first time. I guess using the word ""trying"" would be getting a little ahead of myself because I never made it that far. Medtronic is AWFUL. Calling their ""customer support"" for anything is a total waste of time. You'll be on the phone for a minimum of 30 minutes and your problem will absolutely not be resolved on the first try even if you are certain everything was taken care of. I know there isn't many choices left when it comes to insulin pumps but save yourself some aggravation and go with someone else!","That is disappointing. Here in Australia I have found Metronic tech support excellent. I've never had to wait more than a couple of minutes to get through and though accents & fuzzy lines can making communication a bit difficult, I've always had my problem resolved.

Having said that, were you trying to go through tech support to purchase a pump, or did you have a pump with a problem?

If it was to organise purchase, I doubt tech support would be the right place to go. Can you get your DE to do the ground work for you?","All I can tell you is that is 100% opposite of my experience with Medtronic the past 5 years.

While calls can take some time (they are very thorough in documenting everything), I really can't recall them ever failing to resolve an issue with the first call.

For instance, the end of last year I called because the little rubber bumper sticker on the end of my 530G had come off. I was just hoping they'd send me a new bumper to stick on, as it is a nice protection for the motor in case of incidental drops. However, they actually apologized and explained that they needed to replace the entire pump (which was under warranty).

I've also had my fair share of CGM sensors replaced that didn't last the entire six days, regardless of why. Every time they've been friendly, helpful, and yes, very thorough.

I'm sorry you've had bad experiences with Medtronic. Hopefully they were isolated instances.","Wow, sorry to read this. Medtronic has been always responsive to any type of call whether it was for support, stupid question, or order help.

What was your call for ""customer support"" regarding. Who talked you into a MM pump? I've read lots of good reviews on the Tandem product just FYI.",02/21/2018,2,5,Positive,"{'neg': 0.102, 'neu': 0.73, 'pos': 0.168, 'compound': 0.9882}",0.009837467921300257,0.9882,0.3787,-0.1179,0.9292,0.9341,0.0096,0.009541984732824428,0.012222222222222223,0.0034602076124567475,2338
69,Reusing Medtronic Infusion sets,10/14/2018,,"I forgot to reorder my infusion sets until I was down to one. I hadn’t received my order on Friday so I had to reuse my existing infusion set. I also had a slight cold/flu over the weekend.

Since reusing the infusion set, I experienced Difficulty keeping my BGs below 200 even using a number of bolus corrections. I also noticed that I was using just over100 units of insulin a day instead of my usual 65 units.

My question is whether the high BGs were most likely due to keeping the infusion set in place for a second three days or more likely due to my cold?n","Infusion sets don’t last forever. Do a correction dose with a syringe. If it lowers your number, the infusion set is done. When in doubt, change it out. But it also sounds like you have nothing to change it out to.","Yes, keeping the infusion set in that long causes blood glucose to rise. To reuse an infusion set, you pull it out after 3-4 days, put it in somewhere else and stick the canula fitting down with adhesive tape. That way you can get another 3-4 days use out of it. If you leave it in the same place blood glucose rises as the canula becomes encapsulated and you eventually get an occlusion.",My cannula is made of a soft silicone type material which is not capable of being reinserted.,10/15/2018,1,15,Negative,"{'neg': 0.039, 'neu': 0.937, 'pos': 0.024, 'compound': -0.3018}",0.012718600953895072,-0.3018,-0.2732,0.34,0.3612,-0.2924,0.02664298401420959,0.0,0.0,0.010752688172043012,1258
70,Medtronic Reservoir Reuse,02-07-2018,,"Just found an approved supplier for insulin pump supplies under my New United HeLthcare Group Medicare Advantage policy. Unfortunately my last reservoir is scheduled to be empty on Friday (long story). Accordingly, there is no way I will receive a shipment in time.

Medtronic is in the process of replacing a defective reservoir but is currently out of stock of individual reservoirs. Does anyone know if I can refil the old reservoir to hold me over until my new supply is received?",I have an animas ping and do refill reservoirs on occasion. I pump at least 75 units/day so one fill does not last long.,"I think it's okay to re-use it. Not for a long long time or too many times though, the O-ring will likely degrade. Hope your new order gets to you soon, don.","I get just over two days out of a full 300 unit reservoir. I use Quick-set infusion sets, which are good for 3 days. Most of the time I refill the reservoir once, and use a set for a combined 4 days, then use a fresh set & reservoir. I've never had a problem.

In faxt, since a vial holds 1000 units, and after three fills, there's still 100 units left, if I'm having a particularly cooperative set, I sometimes will use that last 100 units by refilling the reservoir again, using the set for almost five days. But I try not to make a habit of that.

Also, after nearly five years of pumping, with the occasional Infusion set issues, I now have a bit of a surplus reserve of reservoirs.",02-10-2018,3,8,Positive,"{'neg': 0.04, 'neu': 0.879, 'pos': 0.081, 'compound': 0.8931}",0.013130615065653075,0.8931,-0.09,0.0,0.2263,0.4988,0.012396694214876033,0.016666666666666666,0.012738853503184714,0.013119533527696793,1447
71,Pump question,10/19/2018,,"Hi, I was just diagnosed with type 1 diabetes, but I'm not insulin dependent yet, for the time being, meds have been working.

I know technology has come along way, but I know nothing about insulin pumps. Can a pump read your blood sugar and deliver insulin automatically? If that's a ridiculous question, forgive me. I know you can wear a sensor on your arm instead of sticking your finger, so I'm wondering if somehow the sensor/reader can work automatically with the pump.

Thanks for any input.

Lisa","You can pair up a pump and CGM to work together and use your Iphone with apps to have a system of both delivery, reporting/recording showing patterns. THe CGM can be set with thresholds with alarms for both high and low BG. Your pump can only use rapid acting insulin and you can set your basal to delivery x amount of unit(s) per hour and use it to deliver bolus for meals but that part of it you need to do manually. others here on forum can provide you more specifics on best pumps/cgm and the details using them. I elected to bypass a pump and use MDI as it works best for me","Since you have LADA, your ins plan should cover your pump and CGM/sensors but you may have co pymt/deductible. but right now your not on insulin so this is something you can research for a later date. you may want a Libre to monitor your BG, cheaper and easy to use or use a simple blood glucose meter and strips,

*** If you were a Type 1, you would require insulin daily both basal and bolus","Your LADA because if you were Type 1, you would require daily insulin. That is why c-peptide test is valuable to show how much insulin your beta cells are producing. Type 1 diabetics would have either 0 or a very low/trace levels",10/23/2018,4,16,Positive,"{'neg': 0.026, 'neu': 0.886, 'pos': 0.088, 'compound': 0.9712}",0.004105571847507331,0.9712,0.5023,0.923,0.6486,0.4767,0.011904761904761904,0.0017271157167530224,0.0,0.0,1705
72,Omnipod questions,10/19/2018,bradpollina,"Ok so my omnipod PDM is coming today and I have my pods so I'm all set to go.

I'm changing from a Medtronic 630G to Omnipod so am familiar with pumping already.

Some questions:
1) I should be able to go through my 630 and get all the needed settings on it, right?
2) I've read the book twice online in preparation. Anything NOT in the book that I should know?
3) I have a training session in 2 weeks, but am thinking of just using that for questions and trying the new pump this weekend. Any gotchas or reasons why I should wait?

Thanks everyone","I just used the setting from my Medtronic pump to program the pod controller. It was pretty easy.

I didn’t wait for training. I just started using it. There is a utube video for everything, including starting that 1st pod.","If you’re going to hang a pod on the back of your arm, point the cannula towards the shoulder, not towards the hand.",Thanks everyone. I took the same settings from my 630G pump and everything went smoothly over the weekend so far. I love not having a tube!,10/21/2018,2,20,Positive,"{'neg': 0.0, 'neu': 0.893, 'pos': 0.107, 'compound': 0.9707}",0.016569200779727095,0.9707,0.7176,0.7269,-0.3875,0.8258,0.020072992700729927,0.017937219730941704,0.0,0.02158273381294964,1026
73,Wgt of Tandem’s insulin pump?,10-10-2018,Jollymon,"Can someone who has a Tandem tslim pump wgt it, and tell say what the mass is? In ounces or grams.","Yeah, my little bitty 5xx revel is light and easy to wear. I don't want a new fangled, bigger, better pump. I'm scared for my next upgrade choice :(","A fully loaded 722 pump weighs 3.81 oz with 300 units. A fully loaded 522 weighs 3.53 oz. That compares fairly closely to 3.95 oz for a 300 unit tslim. But the tslim is still about 10% heavier than the Paradigm pump 522. Although slightly heavier, the tslim is about 20% smaller in volume.",Modern touch screen no scrolling! Others are catching up with meditronic! Woohoo!,10-11-2018,1,10,Positive,"{'neg': 0.05, 'neu': 0.871, 'pos': 0.079, 'compound': 0.6559}",0.006493506493506494,0.6559,0.0,0.2448,0.0,0.4545,0.0,0.02702702702702703,0.0,0.0,616
74,630G vs omnipod?,10-11-2018,bradpollina,"I’m currently on a Medtronics 630G and I really hate the tube.

After listening to the JuiceBox Podcast, I’m seriously thinking of going omnipod for the tubeless and not having to disco when bathing and easier sleeping.


I checked with Omnipod and he had a special where I could get a FREE PDM and my insurance covers the pods, so cost is great.
Has anyone gone from a Medtronics to Omnipod?

What did you think?

The only reservation I’m having is with the tubing, there is no way to misplace the pump but with this system there is! It also seems like it is much larger than the pocketable 630G.

Anything else I should be aware of difference wise?",Why don't you disconnect the pump for bathing?,I've used the omni pod before didn't get the results i needed. Company was terrific to work with. Currently about to start tslim so I'm doing opposite of you! Found pods would go bad in winter with static electricity and had many occlusion. Going with tandem because they work with dexcom sensors which is the best system on the market. Omni pod doesn't have a cgms incorporated yet. Medtronic sensors aren't in my opinion very good. I've used both. Reply back i I'd like to hear how it works out for you.,Did you try the Omnipod? I am curious as I am struggling with what to do. I currently am trying out the 670 g and I have to say since being on Omnipod for the past 4 years- going to a big pump and being connected by tubing again- isn’t my favorite thing. I just cant help but think am I missing out on the newest technology and better control if I go back to omnipod…,10/15/2018,4,5,Positive,"{'neg': 0.062, 'neu': 0.804, 'pos': 0.134, 'compound': 0.9762}",0.01721938775510204,0.9762,0.9142,0.0,0.8685,0.2894,0.013846153846153847,0.0,0.015841584158415842,0.027247956403269755,1568
75,Does anyone know where to get a good quality thigh band for a pump?,02/25/2011,,Does anyone know where to get a good quality thigh band for a pump?,"I have this one and I LOVE it! Kind of spendy, but worth it if you use it enough. They have a bunch of different designs too, and some other really cool things on this website.",Wow! How come it's so expensive? I'd buy myself a couple of garters!,"I'm not sure why it is so spendy, it's just some spandex made into a band+pocket! I bought one and now I am going to try making my own... much cheaper that way!",02/27/2011,2,12,Positive,"{'neg': 0.026, 'neu': 0.845, 'pos': 0.129, 'compound': 0.8671}",0.014861995753715499,0.8671,0.4404,0.8401,0.658,-0.3707,0.0,0.011363636363636364,0.014705882352941176,0.025,471
76,Do you have a name for your pump?,09-05-2018,,"Do you name your pump? I usually don't but in kidding around with my husband, mine is called Elizabeth. That was my mother in-law's name and at times it just won't hush. It reminds me of everything that is wrong in my life, lol. It tells me that I reported a high 3 hours ago and took insulin for it and wants to know what is my blood sugar now. It also reminds me when to calibrate the CGM & change out my pump every 3 days and my CGM every 7 days. When i am low, it tells me to go eat carbs, test and retest. I think the name is quite fitting for it, lol.",If i did i would called it Exxon,"Mine is called G4, rather obvious since it's a tandem t:slim G4. I call my Dexcom sensor, Dexi. I know I'm not real original about the names.","I received my first pump when Medtronic was Mini Med so my pumps over the years were called Mini or Mini Me.


Sent from my iPad using Tapatalk",09-08-2018,3,15,Negative,"{'neg': 0.062, 'neu': 0.917, 'pos': 0.021, 'compound': -0.7173}",0.025200458190148912,-0.7173,0.0402,0.0,-0.2411,0.0,0.019748653500897665,0.0625,0.028368794326241134,0.03496503496503497,873
77,Pump question,07-04-2018,,I have a 11 year old daughter that has been on a Medtronics 530G for 4years now and it is time for replacement. What pump would be a good replacement? I like the 670G because of the auto basel function but then you have all the BG checking to do and all the alarms that people are talking of. Has anyone tried the T:slim X2 with the Dexcom G6 sensor? Looks like this would work and supposedly you don't have to check your BG for ten days. Be interested in what you have to say. Thanks,"I'm using the tSlim now, with the G5, and love it. The G6 support and auto basal shutoff isn't out yet, but is coming (supposedly in August). When it's released it'll be a software upgrade, so if you're interested it might not be a bad idea to start the insurance dance now.",Can you make an appointment with a pump trainer to check out the systems you're interested in? I feel better when I can see stuff instead of just reading about it. I'm in the exact same position as your daughter (currently using the 530G)...meeting w/ a pump trainer on Monday to look at options.,Which do you like? And which can your doctor easily support? Go with that one :),07-06-2018,2,16,Positive,"{'neg': 0.011, 'neu': 0.784, 'pos': 0.205, 'compound': 0.9935}",0.005291005291005291,0.9935,0.9013,0.9036,0.6808,0.8738,0.006198347107438017,0.0036496350364963502,0.010135135135135136,0.0,1134
78,Tandem Cartridges,08/29/2018,,"Has anyone discovered an adapter for the Tandem pumps, I'm using the G4, so you can use a luer-lock infusion set with the t:lock cartridge?
I'm wondering because I really like using the Cleo 90 infusion set. I found a box of the old cartridges so I was able to get a box of the Cleo's. Now, I want more. But I don't have any more cartridges. Can anyone help?","Try calling Tandem and see what they say. Who makes the Cleo? Call that company also. I am not positive that tandem cartridges are leur lock. They look like it, but I have not tried a leur lock syringe to make sure. It has to be 100% right or you risk leaking insulin and rising blood sugars.","Tandem used to make the leur lock cartridges, then they switched to the horrible t:lock ones. I figured I'd try here before calling tandem. I've had problems with the company who makes the cleos so I really don't want to talk with them again.

My husband is working on making an adapter himself.","A great idea in theory but insulin pumps are a continuous flow system so any sort of adapter would always have to be changed with the cartridge and tubing to maintain that flow (i.e you would need alot of adapters, not just one). I would imagine with a new adapter for every change you would have an issue of maintaining that flow without air bubbles etc. unless you flushed out the adapter every time.....",09-01-2018,3,9,Neutral,"{'neg': 0.058, 'neu': 0.875, 'pos': 0.067, 'compound': -0.1506}",0.012583271650629163,-0.1506,0.7146,0.0227,-0.7884,0.3716,0.0223463687150838,0.00684931506849315,0.01694915254237288,0.0049261083743842365,1351
79,Scar Tissue,07-05-2018,,I have been on the pump (minmed) for around 18 years. I used my stomach and legs. Now I am moving to my back of my legs. I really don't want to use my arm. How to you heal up Scar tissue,Good question all i have used was my stomach. At 37 years I am now to the very sides.,I have the same problem. About 15 yrs or so with the pump and now the cgm also in my stomach. I try to always rotate from one hip to my stomach to the other side of my stomach to the other hip and start again. Still it is hard finding a place sometimes. I've tried on my thighs and it hurt and got rubbed all day long. I do NOT want to do that again or on my arms since it will show!,"I guess i am the odd one, as when i place anything below my waistline in front, I bleed. It comes out on the tape and gets wet so the tape falls off within minutes of placing it. My cgm does the same thing. I use my hips toward my back, the area above my waist line and my upper legs. I do place my dexcom sensor on my upper arm at times, also and only on my right arm. I have lots of scar tissue on my left arm due to many repeated surgeries there.",07-08-2018,3,10,Negative,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.8777}",0.03535811423390753,-0.8777,-0.1281,0.4404,-0.7914,-0.3182,0.04838709677419355,0.047058823529411764,0.02349869451697128,0.0378619153674833,1103
